Gene1	Gene2
ACSL3	PPT2
ACSL3	SPG20
ACSL3	SPTLC1
ACSL3	SPTLC2
ACSL3	SREBF1
ACSL3	TAF1
ACSL4	EGR1
ACSL4	SPG20
ACSL4	YWHAQ
ACSL5	ACSL6
ACSL5	CPT1A
ACSL5	CPT1B
ACSL5	CPT1C
ACSL5	CPT2
ACSL5	ELOVL6
ACSL5	EP300
ACSL5	FASN
ACSL5	FOXA2
ACSL5	GATA2
ACSL5	HNF4A
ACSL5	HNF4G
ACSL5	PPT1
ACSL5	PPT2
ACSL5	SPTLC1
ACSL5	SPTLC2
ACSL6	CPT1A
ACSL6	CPT1B
ACSL6	CPT1C
ACSL6	CPT2
ACSL6	ELOVL6
ACSL6	FASN
ACSL6	PPT1
ACSL6	PPT2
ACSL6	PRKX
ACSL6	SPTLC1
ACSL6	SPTLC2
ACSM1	HADHB
ACSM3	EHMT2
ACSS1	ACSS2
ACSS1	ACYP1
ACSS1	ACYP2
ACSS1	AKR1B10
ACSS1	ALDH1A3
ACSS1	ALDH1B1
ACSS1	ALDH2
ACSS1	ALDH3A1
ACSS1	ALDH6A1
ACSS1	ALDH7A1
ACSS1	ALDH9A1
ACSS1	CLYBL
ACSS1	CS
ACSS1	DLAT
ACSS1	FASN
ACSS1	HADHB
ACSS1	HMGCL
ACSS1	HMGCS1
ACSS1	HMGCS2
ACSS1	HSD3B7
ACSS1	MLYCD
ACSS1	MYC
ACSS1	PCCA
ACSS1	PCCB
ACSS1	RAD21
ACSS1	RDH11
ACSS1	RDH12
ACSS1	RDH13
ACSS1	RDH14
ACSS2	ACYP1
ACSS2	ACYP2
ACSS2	AKR1B10
ACSS2	ALDH1A3
ACSS2	ALDH1B1
ACSS2	ALDH2
ACSS2	ALDH3A1
ACSS2	ALDH6A1
ACSS2	ALDH7A1
ACSS2	ALDH9A1
ACSS2	CLYBL
ACSS2	CS
ACSS2	CTCF
ACSS2	DLAT
ACSS2	FASN
ACSS2	HADHB
ACSS2	HMGCL
ACSS2	HMGCS1
ACSS2	HMGCS2
ACSS2	HSD3B7
ACSS2	MLYCD
ACSS2	PCCA
ACSS2	PCCB
ACSS2	RAD21
ACSS2	RDH11
ACSS2	RDH12
ACSS2	RDH13
ACSS2	RDH14
ACSS2	SP1
ACSS2	SREBF1
ACSS2	SREBF2
ACSS2	TTK
ACTA1	AKT1
ACTA1	APC2
ACTA1	C20ORF20
ACTA1	CBL
ACTA1	CCT4
ACTA1	CCT5
ACTA1	CDH2
ACTA1	CFL1
ACTA1	CNN1
ACTA1	COTL1
ACTA1	CSNK1A1
ACTA1	CTNNBL1
ACTA1	DHX9
ACTA1	DMAP1
ACTA1	DMD
ACTA1	DNASE1
ACTA1	DNMBP
ACTA1	DVL1L1
ACTA1	EP300
ACTA1	ETV6
ACTA1	FSCN1
ACTA1	GC
ACTA1	GRB2
ACTA1	GSN
ACTA1	HDAC1
ACTA1	HDAC4
ACTA1	HDAC8
ACTA1	KAT5
ACTA1	KLHL20
ACTA1	MARK4
ACTA1	MIB2
ACTA1	MLPH
ACTA1	MORF4L1
ACTA1	MORF4L2
ACTA1	NCOA3
ACTA1	NRAP
ACTA1	PCYT1B
ACTA1	PFDN1
ACTA1	PHACTR1
ACTA1	POU5F1
ACTA1	PPP1CA
ACTA1	PPP1R9B
ACTA1	PRKCE
ACTA1	RPS6KB1
ACTA1	SCIN
ACTA1	SMARCB1
ACTA1	SPTAN1
ACTA1	TAGLN
ACTA1	TES
ACTA1	TMSB4X
ACTA1	TMSB4Y
ACTA1	TNNI3K
ACTA1	TRIP6
ACTA1	TSC1
ACTA1	UBE3A
ACTA1	USP25
ACTA1	VIM
ACTA1	XPO6
ACTA2	CCT4
ACTA2	CCT5
ACTA2	CREBBP
ACTA2	EP300
ACTA2	NOP56
ACTA2	PCYT1B
ACTA2	YWHAQ
ACTB	ACTG1
ACTB	ACTR2
ACTB	ACTR3
ACTB	BCL11A
ACTB	BCL3
ACTB	BCL7C
ACTB	BCLAF1
ACTB	C20ORF20
ACTB	CARM1
ACTB	CBL
ACTB	CCNT2
ACTB	CCT2
ACTB	CCT5
ACTB	CDKN2A
ACTB	CENPA
ACTB	CFL1
ACTB	CFL2
ACTB	DMAP1
ACTB	DSTN
ACTB	EIF2C4
ACTB	EMD
ACTB	ESR1
ACTB	ETS1
ACTB	HMGN3
ACTB	INO80
ACTB	JUND
ACTB	KAT2A
ACTB	KAT5
ACTBL2	PPP2CB
ACTBL2	PXK
ACTBL2	STAT3
ACTB	MEF2A
ACTB	MEF2C
ACTB	MEPCE
ACTB	MGMT
ACTB	MORF4L1
ACTB	MORF4L2
ACTB	MYC
ACTB	NCALD
ACTB	NCF1
ACTB	NCF2
ACTB	NFKB1
ACTB	PAX5
ACTB	PCYT1B
ACTB	PFN1
ACTB	POU2F2
ACTB	PSTPIP1
ACTB	RAB8B
ACTB	RAC1
ACTB	RAC2
ACTB	RUVBL1
ACTB	RUVBL2
ACTB	RXRA
ACTB	SIN3A
ACTB	SMAD3
ACTB	SMARCA4
ACTB	SMARCB1
ACTB	SMARCC2
ACTB	SMARCE1
ACTB	SMN1
ACTB	SPTBN2
ACTB	SRF
ACTB	SSH1
ACTB	SSH2
ACTB	TAF7
ACTB	TCF12
ACTB	TJP1
ACTB	UBC
ACTB	UCHL5
ACTB	YWHAQ
ACTB	ZBTB33
ACTB	ZBTB7A
ACTC1	AFAP1
ACTC1	ESR1
ACTC1	SYNE2
ACTC1	TADA2A
ACTC1	TNNI3K
ACTC1	UBC
ACTC1	UCHL5
ACTG1	BCAP31
ACTG1	BCL3
ACTG1	BCLAF1
ACTG1	C20ORF20
ACTG1	CAP1
ACTG1	CAP2
ACTG1	CDH1
ACTG1	CDKN2A
ACTG1	CFL1
ACTG1	CFL2
ACTG1	CTNND1
ACTG1	DMAP1
ACTG1	DSTN
ACTG1	EIF6
ACTG1	EPS8L1
ACTG1	EPS8L2
ACTG1	EPS8L3
ACTG1	FEZ1
ACTG1	FHOD1
ACTG1	JUND
ACTG1	KAT5
ACTG1	MDK
ACTG1	MEPCE
ACTG1	MORF4L1
ACTG1	MORF4L2
ACTG1	PFN2
ACTG1	POU2F2
ACTG1	POU5F1
ACTG1	PRSS23
ACTG1	RBX1
ACTG1	RUVBL1
ACTG1	RUVBL2
ACTG1	RXRA
ACTG1	SH3GL2
ACTG1	SMARCA4
ACTG1	SMARCB1
ACTG1	SRF
ACTG1	ST3GAL3
ACTG1	TAF7
ACTG1	TMSB4X
ACTG1	UCHL5
ACTG1	YWHAQ
ACTG1	ZBTB7A
ACTG2	CBL
ACTG2	EMD
ACTG2	KAT5
ACTG2	NOP56
ACTL6A	ACTR5
ACTL6A	ACTR8
ACTL6A	ARHGDIA
ACTL6A	BANF1
ACTL6A	BAZ1B
ACTL6A	BCL7C
ACTL6A	C20ORF20
ACTL6A	DMAP1
ACTL6A	EP400
ACTL6A	EWSR1
ACTL6A	FLII
ACTL6A	FOS
ACTL6A	H2AFZ
ACTL6A	ING1
ACTL6A	ING2
ACTL6A	ING3
ACTL6A	INO80
ACTL6A	INO80B
ACTL6A	INO80C
ACTL6A	INO80D
ACTL6A	INO80E
ACTL6A	KAT2A
ACTL6A	KAT5
ACTL6A	MCRS1
ACTL6A	MORF4L1
ACTL6A	MORF4L2
ACTL6A	MYC
ACTL6A	NFRKB
ACTL6A	PBRM1
ACTL6A	RELB
ACTL6A	RUVBL1
ACTL6A	RUVBL2
ACTL6A	SMARCA2
ACTL6A	SMARCA4
ACTL6A	SMARCB1
ACTL6A	SMARCE1
ACTL6A	SP1
ACTL6A	TFPT
ACTL6A	TRRAP
ACTL6A	UBC
ACTL6A	YY1
ACTL6B	AKT1
ACTL6B	CCND1
ACTL6B	CDC2
ACTL6B	CDKL5
ACTL6B	CLK3
ACTL6B	CSNK1D
ACTL6B	CSNK2A1
ACTL6B	CTBP1
ACTL6B	DYRK4
ACTL6B	EGR1
ACTL6B	EPHA3
ACTL6B	ETNK1
ACTL6B	FASTK
ACTL6B	GOLGA5
ACTL6B	GRK5
ACTL6B	GRK6
ACTL6B	HSPB8
ACTL6B	LIMK2
ACTL6B	MAP3K7
ACTL6B	MAP3K7IP1
ACTL6B	MAPK14
ACTL6B	MAPK3
ACTL6B	MAPK7
ACTL6B	MAPKAPK5
ACTL6B	MOS
ACTL6B	NPR2
ACTL6B	NTRK3
ACTL6B	PDK2
ACTL6B	PIK3C3
ACTL6B	PIM2
ACTL6B	PNCK
ACTL6B	PRKAA2
ACTL6B	PRKCH
ACTL6B	PTK2
ACTL6B	REST
ACTL6B	RIPK2
ACTL6B	RPS6KA1
ACTL6B	SCYL1
ACTL6B	SLC35D2
ACTL6B	SMARCA2
ACTL6B	SNF1LK
ACTL6B	SRPK2
ACTL6B	STK10
ACTL6B	STK16
ACTL6B	STK19
ACTL6B	STK24
ACTL6B	STK33
ACTL6B	TBK1
ACTL6B	TFG
ACTL6B	TNIK
ACTL6B	TRIM28
ACTL6B	TSSK6
ACTL6B	TYRO3
ACTL7A	SOCS6
ACTN1	APC
ACTN1	ATXN7
ACTN1	CACNA1A
ACTN1	CDH1
ACTN1	CDK5R1
ACTN1	CDK5R2
ACTN1	CEBPA
ACTN1	COL17A1
ACTN1	CTNNA1
ACTN1	GIPC1
ACTN1	ITGB1
ACTN1	KAT2B
ACTN1	MAGEA11
ACTN1	MED14
ACTN1	MYOT
ACTN1	MYOZ1
ACTN1	NR1H3
ACTN1	PDLIM1
ACTN1	PHB
ACTN1	PKN1
ACTN1	PYGB
ACTN1	SSX2IP
ACTN1	TERF1
ACTN1	TERF2
ACTN1	TJP1
ACTN1	TTN
ACTN1	XRCC4
ACTN1	ZYX
ACTN2	ACTN3
ACTN2	ADAM12
ACTN2	ATXN7
ACTN2	DISC1
ACTN2	DLG1
ACTN2	DLG4
ACTN2	E2F6
ACTN2	GRIN2B
ACTN2	ITGB3BP
ACTN2	KAT2B
ACTN2	KCNA5
ACTN2	LDB3
ACTN2	MED14
ACTN2	MYOZ1
ACTN2	MYPN
ACTN2	NR1I2
ACTN2	NRIP1
ACTN2	PDLIM1
ACTN2	SNW1
ACTN2	ST7
ACTN2	TNN
ACTN2	YWHAQ
ACTN3	MYPN
ACTN4	ATXN7
ACTN4	CAMK2A
ACTN4	CAMK2B
ACTN4	CDKN2A
ACTN4	COL17A1
ACTN4	ESR1
ACTN4	GSN
ACTN4	HDAC5
ACTN4	HDAC7
ACTN4	INO80
ACTN4	MAGI1
ACTN4	MEF2A
ACTN4	MYOZ1
ACTN4	MYOZ2
ACTN4	NRF1
ACTN4	PDLIM1
ACTN4	SLC9A3R2
ACTN4	STAT1
ACTN4	TJP1
ACTN4	TRIM3
ACTN4	UBC
ACTN4	UBTF
ACTN4	UCHL5
ACTN4	USP6NL
ACTN4	VDR
ACTR1A	BICD2
ACTR1A	DCTN4
ACTR1A	ESR1
ACTR1A	HDAC6
ACTR1A	NUMA1
ACTR1A	PBX3
ACTR1A	SIX5
ACTR1A	SPTBN2
ACTR1A	TCF4
ACTR1A	UBC
ACTR1A	ZNF143
ACTR1B	JUN
ACTR2	ACTR3
ACTR2	ACTR3B
ACTR2	ACVR1B
ACTR2	BAK1
ACTR2	BMP15
ACTR2	BMP2
ACTR2	BMP7
ACTR2	CTTN
ACTR2	ESR1
ACTR2	GDF1
ACTR2	GDF11
ACTR2	INHBA
ACTR2	PAX5
ACTR2	PBX3
ACTR2	UBC
ACTR3	ARPC1B
ACTR3	ARPC2
ACTR3	ARPC3
ACTR3	ARPC4
ACTR3B	ARPC1A
ACTR3B	ARPC1B
ACTR3B	ARPC2
ACTR3B	ARPC3
ACTR3B	ARPC3B
ACTR3B	ARPC4
ACTR3B	ARPC5
ACTR3B	ARPC5L
ACTR3B	CDK4
ACTR3B	KIAA1967
ACTR3B	THAP1
ACTR3B	TWF2
ACTR3B	YY1
ACTR3	CTTN
ACTR3C	ZBTB7A
ACTR3	EIF1B
ACTR3	ESR1
ACTR3	HCLS1
ACTR3	NFKB1
ACTR3	WASF2
ACTR3	WASF3
ACTR5	ACTR8
ACTR5	INO80
ACTR5	INO80B
ACTR5	INO80C
ACTR5	INO80D
ACTR5	INO80E
ACTR5	MCRS1
ACTR5	NFRKB
ACTR5	RUVBL1
ACTR5	RUVBL2
ACTR5	TAF1
ACTR5	TFPT
ACTR5	UCHL5
ACTR5	YY1
ACTR6	RUVBL2
ACTR8	INO80
ACTR8	INO80B
ACTR8	INO80C
ACTR8	INO80D
ACTR8	INO80E
ACTR8	MCRS1
ACTR8	NFRKB
ACTR8	RUVBL1
ACTR8	RUVBL2
ACTR8	TFPT
ACTR8	THAP1
ACTR8	UCHL5
ACTR8	YY1
ACVR1	ACVR1B
ACVR1	ACVR2B
ACVR1	AMHR2
ACVR1	APRIN
ACVR1	ARHGAP20
ACVR1	ASPSCR1
ACVR1B	ACVR2A
ACVR1B	ACVR2B
ACVR1B	ANKRD1
ACVR1B	ANKS1A
ACVR1B	ARHGAP20
ACVR1B	ATF6
ACVR1B	BCL3
ACVR1B	BFAR
ACVR1B	BMPR2
ACVR1B	BMX
ACVR1B	C11ORF9
ACVR1B	C14ORF106
ACVR1B	CAND1
ACVR1B	CCDC25
ACVR1B	CHEK2
ACVR1B	CHES1
ACVR1B	CLK1
ACVR1B	CLK2
ACVR1B	CRY1
ACVR1B	CSNK1G2
ACVR1B	CSRP3
ACVR1B	CSTF2T
ACVR1B	CTTN
ACVR1B	DDEFL1
ACVR1B	DDX39
ACVR1B	E2F7
ACVR1B	EIF2AK2
ACVR1B	EIF4A2
ACVR1B	EIF4H
ACVR1B	EP400
ACVR1B	ETS1
ACVR1B	EXOSC7
ACVR1B	EZH1
ACVR1	BFAR
ACVR1B	FGR
ACVR1B	FKBP1A
ACVR1B	FLJ10404
ACVR1B	FLJ20105
ACVR1B	FOXP4
ACVR1B	GADD45A
ACVR1B	GPBP1L1
ACVR1B	GRRP1
ACVR1B	HIP2
ACVR1B	HIRIP3
ACVR1B	HMGN3
ACVR1B	HPCA
ACVR1B	HRBL
ACVR1B	INHBA
ACVR1B	INHBB
ACVR1B	KLHL25
ACVR1B	LIG1
ACVR1B	LOC93349
ACVR1B	LUZP1
ACVR1B	MAGEA12
ACVR1B	MAGEB6
ACVR1B	MAP4K5
ACVR1B	MAPK1
ACVR1B	MAPK7
ACVR1B	MAPK8
ACVR1B	MBNL3
ACVR1B	MDFI
ACVR1B	MDM4
ACVR1B	MLX
ACVR1	BMP7
ACVR1	BMP8B
ACVR1	BMPR2
ACVR1B	MT-CO1
ACVR1B	MXD1
ACVR1B	NANOS1
ACVR1B	NCBP2
ACVR1B	NCL
ACVR1B	NFATC4
ACVR1B	NOC2L
ACVR1B	NRIP3
ACVR1B	NUP107
ACVR1B	OLIG3
ACVR1B	PBX2
ACVR1B	PMS2L3
ACVR1	BPNT1
ACVR1B	POLR2J2
ACVR1B	POP7
ACVR1B	PPP2R1B
ACVR1B	PRDM1
ACVR1B	PRKACA
ACVR1B	PRKACB
ACVR1B	PRKCD
ACVR1B	PRKD2
ACVR1B	PTRH2
ACVR1B	RBM17
ACVR1B	RET
ACVR1B	RFC5
ACVR1B	RIPK3
ACVR1B	RNASEH2C
ACVR1B	RPS6KA2
ACVR1B	RYBP
ACVR1B	SARS
ACVR1B	SCC-112
ACVR1B	SFMBT1
ACVR1B	SHC3
ACVR1B	SMAD2
ACVR1B	SMAD3
ACVR1B	SMAD7
ACVR1B	SMUG1
ACVR1B	SMURF1
ACVR1B	SNX1
ACVR1B	SNX2
ACVR1B	SOX10
ACVR1B	SSBP3
ACVR1B	SSBP4
ACVR1B	SUFU
ACVR1B	TAF6
ACVR1B	TDGF1
ACVR1B	TFDP1
ACVR1B	TREX1
ACVR1B	TSC22D4
ACVR1B	TSNAX
ACVR1B	TTRAP
ACVR1B	UBC
ACVR1B	UHMK1
ACVR1B	VAMP3
ACVR1B	ZBED1
ACVR1B	ZCCHC8
ACVR1B	ZDHHC11
ACVR1B	ZHX1
ACVR1B	ZNF238
ACVR1B	ZNF25
ACVR1B	ZNF410
ACVR1B	ZNF606
ACVR1B	ZNF655
ACVR1B	ZNF692
ACVR1B	ZSCAN20
ACVR1B	ZYX
ACVR1	C14ORF106
ACVR1	C1ORF109
ACVR1	C5ORF16
ACVR1C	ACVR2B
ACVR1	CAMK2A
ACVR1	CAMKK1
ACVR1	CAND1
ACVR1	CCDC25
ACVR1	CCM2
ACVR1	CHEK2
ACVR1	CHES1
ACVR1	CHGB
ACVR1	CIAO1
ACVR1	CMTM2
ACVR1	CRY1
ACVR1	CSDE1
ACVR1C	SMAD2
ACVR1C	SMAD3
ACVR1	CSNK1G2
ACVR1	CSRP3
ACVR1	CSTF2T
ACVR1C	TCF4
ACVR1	CTTN
ACVR1	CXXC1
ACVR1	DAZAP1
ACVR1	DDEFL1
ACVR1	DDX50
ACVR1	DNAJB2
ACVR1	DRAM
ACVR1	DUSP22
ACVR1	E2F3
ACVR1	EIF4A3
ACVR1	ENG
ACVR1	EP400
ACVR1	ERF
ACVR1	ETS1
ACVR1	EXOSC7
ACVR1	FEV
ACVR1	FGFR1OP
ACVR1	FGR
ACVR1	FLJ10404
ACVR1	FLJ20105
ACVR1	FNTA
ACVR1	FUSIP1
ACVR1	GADD45A
ACVR1	GDF5
ACVR1	GPBP1L1
ACVR1	GRK5
ACVR1	GRRP1
ACVR1	GTF3C2
ACVR1	HCLS1
ACVR1	HHAT
ACVR1	HIF1AN
ACVR1	HIRIP3
ACVR1	HIST1H2BN
ACVR1	HOXC6
ACVR1	HSFX1
ACVR1	KLHDC4
ACVR1	LIG1
ACVR1	MAGEA12
ACVR1	MAGEA9
ACVR1	MAGEB6
ACVR1	MAP4K5
ACVR1	MAPK12
ACVR1	MAPK7
ACVR1	MBNL3
ACVR1	MCM5
ACVR1	MDFI
ACVR1	MDM2
ACVR1	MDM4
ACVR1	MGC27016
ACVR1	MIER2
ACVR1	MLX
ACVR1	MTA1
ACVR1	NANOS1
ACVR1	NCBP2
ACVR1	NCL
ACVR1	NDUFA13
ACVR1	NFATC3
ACVR1	NFATC4
ACVR1	NOC2L
ACVR1	NOL7
ACVR1	NRIP2
ACVR1	NUP107
ACVR1	NUP133
ACVR1	OLIG1
ACVR1	OLIG3
ACVR1	ORC1L
ACVR1	ORC4L
ACVR1	OTUD7B
ACVR1	PAGE4
ACVR1	PBX2
ACVR1	PER1
ACVR1	PER3
ACVR1	PHB2
ACVR1	PHKG2
ACVR1	PJA2
ACVR1	POP7
ACVR1	PPP1R13L
ACVR1	PRDM1
ACVR1	PRIM2A
ACVR1	PRKACA
ACVR1	PRKD2
ACVR1	PSMA6
ACVR1	PTBP1
ACVR1	RAD51
ACVR1	RBM17
ACVR1	RBM7
ACVR1	RCOR3
ACVR1	RIPK3
ACVR1	RNF14
ACVR1	RPA1
ACVR1	RPA2
ACVR1	RPP14
ACVR1	RPS6KA2
ACVR1	RXRG
ACVR1	SARS
ACVR1	SCC-112
ACVR1	SET
ACVR1	SFMBT1
ACVR1	SHC3
ACVR1	SMAD1
ACVR1	SMAD3
ACVR1	SMAD5
ACVR1	SMAD6
ACVR1	SMAD7
ACVR1	SMYD5
ACVR1	SNAI1
ACVR1	SNF8
ACVR1	SOX10
ACVR1	SOX30
ACVR1	SSBP3
ACVR1	SSX4
ACVR1	STK16
ACVR1	STK33
ACVR1	TAF6
ACVR1	TBC1D10B
ACVR1	TEAD3
ACVR1	TFDP1
ACVR1	TGFBR2
ACVR1	THOC1
ACVR1	TREX1
ACVR1	TRIM24
ACVR1	UPK3A
ACVR1	VAMP3
ACVR1	VAMP4
ACVR1	VRK2
ACVR1	WDR45L
ACVR1	WWP1
ACVR1	ZBED1
ACVR1	ZBTB44
ACVR1	ZCCHC8
ACVR1	ZDHHC11
ACVR1	ZHX1
ACVR1	ZIC4
ACVR1	ZNF20
ACVR1	ZNF263
ACVR1	ZNF32
ACVR1	ZNF414
ACVR1	ZNF606
ACVR1	ZSCAN20
ACVR1	ZSCAN21
ACVR1	ZYX
ACVR2A	AFF4
ACVR2A	BMP6
ACVR2A	BMP7
ACVR2A	C1QC
ACVR2A	CD99L2
ACVR2A	CERK
ACVR2A	CSRP3
ACVR2A	DUSP22
ACVR2A	ENG
ACVR2A	FGR
ACVR2A	GDF5
ACVR2A	GNA12
ACVR2A	GPBP1
ACVR2A	HSFX1
ACVR2A	INHA
ACVR2A	INHBA
ACVR2A	INHBB
ACVR2A	MAGI2
ACVR2A	MTA1
ACVR2A	NFATC4
ACVR2A	SCC-112
ACVR2A	SOX10
ACVR2A	SYNJ2BP
ACVR2A	UBE2L3
ACVR2A	UHMK1
ACVR2A	ZEB2
ACVR2B	ACVRL1
ACVR2B	ANKS1A
ACVR2B	APITD1
ACVR2B	ASCC1
ACVR2B	ASCC3
ACVR2B	ASPSCR1
ACVR2B	ATF6
ACVR2B	BFAR
ACVR2B	BMP2
ACVR2B	BMP6
ACVR2B	BMP7
ACVR2B	BMPR1A
ACVR2B	BMPR1B
ACVR2B	BMX
ACVR2B	BRD3
ACVR2B	C19ORF25
ACVR2B	C21ORF66
ACVR2B	CAMKK1
ACVR2B	CBX1
ACVR2B	CCDC25
ACVR2B	CCM2
ACVR2B	CHEK1
ACVR2B	CHES1
ACVR2B	CHGB
ACVR2B	CKM
ACVR2B	CRIP2
ACVR2B	CSAG2
ACVR2B	CSDC2
ACVR2B	CSDE1
ACVR2B	CSRP1
ACVR2B	CSRP3
ACVR2B	CTTN
ACVR2B	DDEF2
ACVR2B	DDEFL1
ACVR2B	DIS3L
ACVR2B	DNMT3A
ACVR2B	DYNC1I1
ACVR2B	E2F1
ACVR2B	EGFR
ACVR2B	EIF4A3
ACVR2B	EIF4B
ACVR2B	EIF4H
ACVR2B	ENG
ACVR2B	ETF1
ACVR2B	ETS1
ACVR2B	EXOSC1
ACVR2B	EXOSC7
ACVR2B	FAM58A
ACVR2B	FHL2
ACVR2B	FIP1L1
ACVR2B	FLJ20105
ACVR2B	FLJ37078
ACVR2B	GADD45A
ACVR2B	GDF11
ACVR2B	GDF5
ACVR2B	GLRX2
ACVR2B	GPBP1L1
ACVR2B	GTF2A1
ACVR2B	HCLS1
ACVR2B	HHAT
ACVR2B	HMGA1
ACVR2B	HOXA1
ACVR2B	HPCAL1
ACVR2B	IL17B
ACVR2B	INHBA
ACVR2B	INHBB
ACVR2B	IRF3
ACVR2B	KHDRBS2
ACVR2B	KIAA0907
ACVR2B	KLF12
ACVR2B	LAS1L
ACVR2B	LIG1
ACVR2B	LIMK2
ACVR2B	LOC51035
ACVR2B	LOC653972
ACVR2B	LRRFIP1
ACVR2B	MAGEB6
ACVR2B	MAP3K7
ACVR2B	MDM2
ACVR2B	MDM4
ACVR2B	MEIS2
ACVR2B	MGC27016
ACVR2B	MITF
ACVR2B	MLX
ACVR2B	MPP1
ACVR2B	MRPL10
ACVR2B	MRS2L
ACVR2B	MSTN
ACVR2B	MTA1
ACVR2B	MYNN
ACVR2B	NAP1L1
ACVR2B	NCBP2
ACVR2B	NCOA4
ACVR2B	NFATC4
ACVR2B	NMRAL1
ACVR2B	NODAL
ACVR2B	NPM2
ACVR2B	NPR2
ACVR2B	NUDT3
ACVR2B	NUP133
ACVR2B	OTUD7B
ACVR2B	PAGE4
ACVR2B	PCBP2
ACVR2B	PCM1
ACVR2B	PCTK1
ACVR2B	PIR
ACVR2B	PITX1
ACVR2B	POLR2J2
ACVR2B	POP7
ACVR2B	POU6F1
ACVR2B	PPIE
ACVR2B	PPP1R13L
ACVR2B	PRDX1
ACVR2B	PRKACA
ACVR2B	PRKACB
ACVR2B	PRKAR1A
ACVR2B	PRKCB1
ACVR2B	PSMA6
ACVR2B	PSPC1
ACVR2B	R3HDM2
ACVR2B	RAB6IP1
ACVR2B	RAP1A
ACVR2B	RBM17
ACVR2B	RBM38
ACVR2B	RBM4B
ACVR2B	RBPMS
ACVR2B	RCOR3
ACVR2B	RIPK2
ACVR2B	RNUXA
ACVR2B	RUVBL2
ACVR2B	RXRG
ACVR2B	SAE2
ACVR2B	SAFB2
ACVR2B	SARS
ACVR2B	SCC-112
ACVR2B	SFRS1
ACVR2B	SLC4A1AP
ACVR2B	SMPX
ACVR2B	SNRP70
ACVR2B	SNUPN
ACVR2B	SNX1
ACVR2B	SNX2
ACVR2B	SNX6
ACVR2B	SOX10
ACVR2B	SPAG7
ACVR2B	SRXN1
ACVR2B	SSX2
ACVR2B	SUCLG1
ACVR2B	SYNJ2BP
ACVR2B	TBX20
ACVR2B	TCEAL6
ACVR2B	TEAD1
ACVR2B	TERF2IP
ACVR2B	THUMPD1
ACVR2B	TIA1
ACVR2B	TP53
ACVR2B	TRIM26
ACVR2B	TRIP10
ACVR2B	TSC22D4
ACVR2B	TTRAP
ACVR2B	UBE2A
ACVR2B	UBE2C
ACVR2B	UBE2L3
ACVR2B	UTP18
ACVR2B	VAMP1
ACVR2B	WWTR1
ACVR2B	XPA
ACVR2B	XRCC4
ACVR2B	ZAP70
ACVR2B	ZC3H7A
ACVR2B	ZCCHC8
ACVR2B	ZHX1
ACVR2B	ZNF428
ACVR2B	ZNF765
ACVR2B	ZNF784
ACVR2B	ZYX
ACVRL1	BAMBI
ACVRL1	BHLHB5
ACVRL1	C11ORF9
ACVRL1	CSRP3
ACVRL1	CTTN
ACVRL1	EXOSC7
ACVRL1	FGR
ACVRL1	GATA2
ACVRL1	HCLS1
ACVRL1	HLCS
ACVRL1	KHDRBS2
ACVRL1	PPP1CA
ACVRL1	PPP2R5D
ACVRL1	RBM17
ACVRL1	SMAD1
ACVRL1	SMAD7
ACVRL1	SNX6
ACVRL1	TGFB1
ACVRL1	TGFBR1
ACVRL1	TRIP10
ACY1	ARHGAP20
ACY1	C11ORF9
ACY1	CAMKK1
ACY1	CMTM2
ACY1	CSNK1G2
ACY1	CSRP3
ACY1	CTTN
ACY1	EIF4B
ACY1	ERF
ACY1	ESRRA
ACY1	HIRIP3
ACY1	HLCS
ACY1	HMGN3
ACY1	HNF4A
ACY1	MAGEA9
ACY1	MBNL3
ACY1	MDM4
ACY1	MEF2A
ACY1	MGC10334
ACY1	NEUROD1
ACY1	NOL7
ACY1	OLIG3
ACY1	PPP1R13L
ACY1	SSBP4
ACY1	TBC1D10B
ACY1	TTC1
ACY1	WDR45L
ACY1	ZHX1
ACY1	ZYX
ACY3	ADSS
ACY3	ADSSL1
ACY3	ASNS
ACY3	ASS1
ACY3	CAD
ACY3	DARS
ACY3	DARS2
ACY3	GAD1
ACY3	GAD2
ACY3	GOT1
ACY3	GOT2
ACYP1	ALDH1A3
ACYP1	ALDH1B1
ACYP1	ALDH2
ACYP1	ALDH3A1
ACYP1	ALDH7A1
ACYP1	ALDH9A1
ACYP1	BPGM
ACYP1	CLYBL
ACYP1	GAPDH
ACYP1	PBX3
ACYP1	PGAM1
ACYP1	PGAM2
ACYP1	PGAM4
ACYP1	PGK1
ACYP1	PGK2
ACYP1	PHGDH
ACYP2	ALDH1A3
ACYP2	ALDH1B1
ACYP2	ALDH2
ACYP2	ALDH3A1
ACYP2	ALDH7A1
ACYP2	ALDH9A1
ACYP2	BPGM
ACYP2	CLYBL
ACYP2	GAPDH
ACYP2	PGAM1
ACYP2	PGAM2
ACYP2	PGAM4
ACYP2	PGK1
ACYP2	PGK2
ACYP2	PHGDH
ADA	ADORA1
ADA	ADORA2A
ADA	DCK
ADA	DRD1
ADAL	CDK5
ADAL	CSNK1G1
ADAM10	EFNA2
ADAM10	GRB2
ADAM10	LCK
ADAM10	MAD2L1
ADAM10	NOTCH2
ADAM10	NOTCH3
ADAM10	NRF1
ADAM11	STC2
ADAM12	IGFBP3
ADAM12	IGFBP5
ADAM12	PIK3R1
ADAM15	CTCF
